"kind","id","title","hru","url","category","Wikipedia"
2,1052048," Война в цвете. Японская история","voyna_v_tsvete_yaponskaya_istoria","http://www.ivi.ru/watch/voyna_v_tsvete_yaponskaya_istoria",,
2,542831,"Бандитский Петербург 6","banditskiy_peterburg_6","http://www.ivi.ru/watch/banditskiy_peterburg_6",,
2,1071880,"Человек без пистолета","chelovek_bez_pistoleta","http://www.ivi.ru/watch/chelovek_bez_pistoleta",,
2,5713,"Друзья Ангелов","druzya_angelov","http://www.ivi.ru/watch/druzya_angelov",,
2,807708,"Спасибо, Леонардо!","spasibo_leonardo","http://www.ivi.ru/watch/spasibo_leonardo",,
2,711969,"Потерявшиеся в сети","poteryavshiesya_v_seti","http://www.ivi.ru/watch/poteryavshiesya_v_seti",,
2,977412,"Супермодели (1998)","supermodeli","http://www.ivi.ru/watch/supermodeli",,
2,1152733,"Казанова","kazanova","http://www.ivi.ru/watch/kazanova",,
2,522496,"Волк и овцы","volk_i_ovtsy","http://www.ivi.ru/watch/volk_i_ovtsy",,
2,1199274,"TOP GЁRL","top_gerl","http://www.ivi.ru/watch/top_gerl",,
2,5719,"ПопПикси","poppixie","http://www.ivi.ru/watch/poppixie",,
2,281865,"Женский роман","zhenskiy_roman","http://www.ivi.ru/watch/zhenskiy_roman",,
2,1038624,"Моя прекрасная Няня","moya_prekrasnaya_nyanya","http://www.ivi.ru/watch/moya_prekrasnaya_nyanya",,
2,1051712,"Евлампия Романова. Следствие ведет дилетант","evlampia_romanova","http://www.ivi.ru/watch/evlampia_romanova",,
2,793661,"Служба кулинарной разведки","sluzhba_kulinarnoy_razvedki","http://www.ivi.ru/watch/sluzhba_kulinarnoy_razvedki",,
2,522067,"Пером и шпагой","perom_i_shpagoy","http://www.ivi.ru/watch/perom_i_shpagoy",,
2,1305810,"Данило и Ненила","danilo_i_nenila","http://www.ivi.ru/watch/danilo_i_nenila",,
2,1119081,"Посылка с Марса","posylka_s_marsa","http://www.ivi.ru/watch/posylka_s_marsa",,
2,542628,"Истории в деталях","istorii_v_detalyah","http://www.ivi.ru/watch/istorii_v_detalyah",,
2,821053,"Золушка (1995)","zolushka_1995","http://www.ivi.ru/watch/zolushka_1995",,
2,1152291,"Десять заповедей","10_zapovedey","http://www.ivi.ru/watch/10_zapovedey",,
2,1051800,"Смертельная кухня (2005)","smertelnaya_kuhnya_2005","http://www.ivi.ru/watch/smertelnaya_kuhnya_2005",,
2,1038478,"Что такое свет","chto_takoe_svet","http://www.ivi.ru/watch/chto_takoe_svet",,
2,821131,"Дело было на Кубани","delo_bylo_na_kubani","http://www.ivi.ru/watch/delo_bylo_na_kubani",,
2,1018001,"Объявлены в розыск","obyavleny_v_rozysk","http://www.ivi.ru/watch/obyavleny_v_rozysk",,
2,1085572,"Величайшие битвы в истории Британии","velichayshie_bitvy_v_istorii_britanii","http://www.ivi.ru/watch/velichayshie_bitvy_v_istorii_britanii",,
2,281868,"Мины в фарватере","miny_v_farvatere","http://www.ivi.ru/watch/miny_v_farvatere",,
2,623856,"Похищение богини","pohischenie_bogini","http://www.ivi.ru/watch/pohischenie_bogini",,
2,1038467,"Кулинарная книга байкеров","kulinarnaya_kniga_baykerov","http://www.ivi.ru/watch/kulinarnaya_kniga_baykerov",,
2,5707,"Легенда Ниндзяго","legenda_nindzyago","http://www.ivi.ru/watch/legenda_nindzyago",,
2,610314,"Хорошие парни","horoshie_parni","http://www.ivi.ru/watch/horoshie_parni",,
2,522069,"Право на защиту","pravo_na_zaschitu","http://www.ivi.ru/watch/pravo_na_zaschitu",,
2,127288,"Грязные мокрые деньги","gryaznye_mokrye_dengi","http://www.ivi.ru/watch/gryaznye_mokrye_dengi",,
2,1112082,"Покахонтас","pokahontas","http://www.ivi.ru/watch/pokahontas",,
2,610322,"Чужие тайны","chuzhie_tayny","http://www.ivi.ru/watch/chuzhie_tayny",,
2,916698,"1001 специя Шехерезады","1001_spetsiya_sheherezady","http://www.ivi.ru/watch/1001_spetsiya_sheherezady",,
2,1152729,"Империя","imperia","http://www.ivi.ru/watch/imperia",,
2,814842,"Коллекция Голливуда","kollektsiya_gollivuda","http://www.ivi.ru/watch/kollektsiya_gollivuda",,
2,589701,"Зоопарк: истории в деталях","zoopark_istorii_v_detalyah","http://www.ivi.ru/watch/zoopark_istorii_v_detalyah",,
2,779946,"80 островов вокруг света","80_ostrovov_vokrug_sveta","http://www.ivi.ru/watch/80_ostrovov_vokrug_sveta",,
2,281870,"Одинокое небо","odinokoe_nebo","http://www.ivi.ru/watch/odinokoe_nebo",,
2,211122,"Суперстая","superstaya","http://www.ivi.ru/watch/superstaya",,
2,522053,"Бусидо: Путь воина","busido_put_voina","http://www.ivi.ru/watch/busido_put_voina",,
2,821060,"Магия","magia","http://www.ivi.ru/watch/magia",,
2,977790,"Веселые мишки","veselye_mishki","http://www.ivi.ru/watch/veselye_mishki",,
2,522172,"Романс о влюбленных","romans_o_vlublennyh","http://www.ivi.ru/watch/romans_o_vlublennyh",,
